1000	0.00050610
21000	0.00068940
41000	0.00061020
61000	0.00075450
81000	0.00063920
101000	0.00081450
121000	0.00067240
141000	0.00080450
161000	0.00069530
181000	0.00085760
201000	0.00061010
221000	0.00081730
241000	0.00068020
261000	0.00083060
281000	0.00061520
301000	0.00074350
321000	0.00066830
341000	0.00072430
361000	0.00055910
381000	0.00083750
401000	0.00063120
421000	0.00084690
441000	0.00071040
461000	0.00079550
481000	0.00063330
501000	0.01983290
521000	0.00061820
541000	0.00104700
561000	0.00083960
581000	0.00090880
601000	0.00065130
621000	0.00086170
641000	0.00069120
661000	0.00072140
681000	0.00067720
701000	0.00079950
721000	0.00051000
741000	0.00076850
761000	0.00065630
781000	0.00076460
801000	0.00060120
821000	0.00079170
841000	0.00061810
861000	0.00075750
881000	0.00058810
901000	0.00075430
921000	0.00057420
941000	0.00068110
961000	0.00057400
981000	0.00064700
1001000	0.00058400
1021000	0.00071120
1041000	0.00054910
1061000	0.00070420
1081000	0.00070640
1101000	0.00072640
1121000	0.00058900
1141000	0.00068440
1161000	0.00053900
1181000	0.00073360
1201000	0.00058840
1221000	0.00071140
1241000	0.00067820
1261000	0.00084070
1281000	0.00051600
1301000	0.00068420
1321000	0.00060420
1341000	0.00066920
1361000	0.00055890
1381000	0.00071750
1401000	0.00048500
1421000	0.00065410
1441000	0.00068430
1461000	0.00070830
1481000	0.00055200
1501000	0.00062620
1521000	0.00055820
1541000	0.00074540
1561000	0.00048580
1581000	0.00066930
1601000	0.00057820
1621000	0.00063330
1641000	0.00058100
1661000	0.00062520
1681000	0.00054280
1701000	0.00063530
1721000	0.00049090
1741000	0.00060820
1761000	0.00055400
1781000	0.00059030
1801000	0.00058010
1821000	0.00062630
1841000	0.00051190
1861000	0.00071750
1881000	0.00056000
1901000	0.00060400
1921000	0.00048700
1941000	0.00065620
1961000	0.00053700
1981000	0.00061600
2001000	0.00051890
2021000	0.00058310
2041000	0.00055100
2061000	0.00063610
2081000	0.00049200
2101000	0.00061700
2121000	0.00054830
2141000	0.00063920
2161000	0.00057830
2181000	0.00067420
2201000	0.00059000
2221000	0.00081660
2241000	0.00053310
2261000	0.00062920
2281000	0.00049790
2301000	0.00070960
2321000	0.00052210
2341000	0.00065330
2361000	0.00047110
2381000	0.00061810
2401000	0.00053690
2421000	0.00065230
2441000	0.00060110
2461000	0.00064610
2481000	0.00051400
2501000	0.00337860
2521000	0.00053900
2541000	0.00067130
2561000	0.00051900
2581000	0.00067110
2601000	0.00058820
2621000	0.00064210
2641000	0.00056110
2661000	0.00062540
2681000	0.00055820
2701000	0.00059230
2721000	0.00051500
2741000	0.00056830
2761000	0.00052390
2781000	0.00064420
2801000	0.00060700
2821000	0.00064330
2841000	0.00054220
2861000	0.00069340
2881000	0.00054300
2901000	0.00059510
2921000	0.00058300
2941000	0.00067750
2961000	0.00053600
2981000	0.00060010
3001000	0.00049990
3021000	0.00065020
3041000	0.00047880
3061000	0.00059210
3081000	0.00049300
3101000	0.00062030
3121000	0.00058900
3141000	0.00061900
