1000	0.00060830
21000	0.00083760
41000	0.00053100
61000	0.00070730
81000	0.00068720
101000	0.00080140
121000	0.00052710
141000	0.00067930
161000	0.00058920
181000	0.00073770
201000	0.00049700
221000	0.00072130
241000	0.00056900
261000	0.00079070
281000	0.00059130
301000	0.00070530
321000	0.00059020
341000	0.00059320
361000	0.00063310
381000	0.00071110
401000	0.00053890
421000	0.00062510
441000	0.00058110
461000	0.00075350
481000	0.00057990
501000	0.00067720
521000	0.00048200
541000	0.00064130
561000	0.00048800
581000	0.00062620
601000	0.00053920
621000	0.00070940
641000	0.00047280
661000	0.00058210
681000	0.00046090
701000	0.00064720
721000	0.00042890
741000	0.00058320
761000	0.00053700
781000	0.00059630
801000	0.00050280
821000	0.00060120
841000	0.00048890
861000	0.00068830
881000	0.00050710
901000	0.00055300
921000	0.00055020
941000	0.00058110
961000	0.00043880
981000	0.00066140
1001000	0.00046390
1021000	0.00058310
1041000	0.00041880
1061000	0.00058410
1081000	0.00044390
1101000	0.00058590
1121000	0.00049090
1141000	0.00054380
1161000	0.00046580
1181000	0.00053000
1201000	0.00045700
1221000	0.00053490
1241000	0.00053100
1261000	0.00062530
1281000	0.00047600
1301000	0.00062610
1321000	0.00044480
1341000	0.00061530
1361000	0.00051010
1381000	0.00055310
1401000	0.00049800
1421000	0.00056120
1441000	0.00053190
1461000	0.00064440
1481000	0.00048490
1501000	0.00055120
1521000	0.00044480
1541000	0.00050570
1561000	0.00039960
1581000	0.00056290
1601000	0.00046660
1621000	0.00050800
1641000	0.00044670
1661000	0.00053810
1681000	0.00043380
1701000	0.00054900
1721000	0.00051400
1741000	0.00055420
1761000	0.00050380
1781000	0.00054390
1801000	0.00050300
1821000	0.00056620
1841000	0.00042890
1861000	0.00059210
1881000	0.00039250
1901000	0.00056810
1921000	0.00046710
1941000	0.00050500
1961000	0.00046310
1981000	0.00056210
2001000	0.00047910
2021000	0.00053280
2041000	0.00045980
2061000	0.00061720
2081000	0.00048690
2101000	0.00055590
2121000	0.00044800
2141000	0.00060420
2161000	0.00048990
2181000	0.00053110
2201000	0.00047100
2221000	0.00053800
2241000	0.00051000
2261000	0.00058310
2281000	0.00041780
2301000	0.00056590
2321000	0.00047790
2341000	0.00057620
2361000	0.00047300
2381000	0.00047700
2401000	0.00049400
2421000	0.00050100
2441000	0.00059400
2461000	0.00045980
2481000	0.00044970
2501000	0.00053790
2521000	0.00042670
2541000	0.00060600
2561000	0.00045580
2581000	0.00056680
2601000	0.00042990
2621000	0.00051500
2641000	0.00056220
2661000	0.00052110
2681000	0.00055310
2701000	0.00052120
2721000	0.00042990
2741000	0.00050000
2761000	0.00043580
2781000	0.00047690
2801000	0.00056520
2821000	0.00052810
2841000	0.00051110
2861000	0.00052190
2881000	0.00047480
2901000	0.00053810
2921000	0.00043090
2941000	0.00052920
2961000	0.00043700
2981000	0.00054700
3001000	0.00043860
3021000	0.00049900
3041000	0.00043770
3061000	0.00045470
3081000	0.00051590
3101000	0.00045780
3121000	0.00047500
3141000	0.00049620
3161000	0.00047800
3181000	0.00051520
3201000	0.00043600
3221000	0.00048500
3241000	0.00037960
3261000	0.00050700
3281000	0.00040190
3301000	0.00052510
3321000	0.00040590
3341000	0.00054800
3361000	0.00044380
3381000	0.00051100
3401000	0.00043400
3421000	0.00054600
3441000	0.00038470
3461000	0.00052100
3481000	0.00046590
3501000	0.00045390
3521000	0.00039080
3541000	0.00054310
3561000	0.00034970
3581000	0.00049900
3601000	0.00039870
3621000	0.00051990
3641000	0.00037370
3661000	0.00048690
3681000	0.00044580
3701000	0.00045390
3721000	0.00035170
3741000	0.00047610
3761000	0.00037760
3781000	0.00051200
3801000	0.00040170
3821000	0.00047380
3841000	0.00039570
3861000	0.00046170
3881000	0.00043660
3901000	0.00045770
3921000	0.00038370
3941000	0.00043800
3961000	0.00037760
3981000	0.00055400
4001000	0.00042990
4021000	0.00044610
4041000	0.00042060
4061000	0.00046690
4081000	0.00041100
4101000	0.00054630
4121000	0.00036170
4141000	0.00043780
4161000	0.00043900
4181000	0.00051710
4201000	0.00044400
4221000	0.00047400
4241000	0.00043180
4261000	0.00048800
4281000	0.00038580
4301000	0.00046200
4321000	0.00037370
4341000	0.00043890
4361000	0.00044180
4381000	0.00046090
4401000	0.00035650
4421000	0.00049780
4441000	0.00041970
4461000	0.00045990
4481000	0.00040790
4501000	0.00043490
4521000	0.00044990
4541000	0.00044490
4561000	0.00041990
4581000	0.00044890
4601000	0.00047000
4621000	0.00052610
4641000	0.00037760
4661000	0.00051220
4681000	0.00044890
4701000	0.00051400
4721000	0.00046580
4741000	0.00053090
4761000	0.00043970
4781000	0.00051710
4801000	0.00038280
4821000	0.00046200
4841000	0.00040070
4861000	0.00047690
4881000	0.00041170
4901000	0.00047590
4921000	0.00044080
4941000	0.00048000
4961000	0.00037590
4981000	0.00050500
5001000	0.01288370
5021000	0.00120130
5041000	0.00118920
5061000	0.00114200
5081000	0.00116430
5101000	0.00103020
5121000	0.00092490
5141000	0.00107530
5161000	0.00147870
5181000	0.00113350
5201000	0.00130250
5221000	0.00128650
5241000	0.00089950
5261000	0.00096180
5281000	0.00092480
5301000	0.00094070
5321000	0.00086270
5341000	0.00115630
5361000	0.00085460
5381000	0.00122220
5401000	0.00117810
5421000	0.00091190
5441000	0.00083560
5461000	0.00153110
5481000	0.00082870
5501000	0.00109110
5521000	0.00117120
5541000	0.00092390
5561000	0.00112500
5581000	0.00152400
5601000	0.00085060
5621000	0.00091280
5641000	0.00081260
5661000	0.00113520
5681000	0.00117330
5701000	0.00085660
5721000	0.00105110
5741000	0.00148720
5761000	0.00077430
5781000	0.00067330
5801000	0.00080470
5821000	0.00066110
5841000	0.00082780
5861000	0.00075250
5881000	0.00078450
5901000	0.00204190
5921000	0.00073330
5941000	0.00098270
5961000	0.00073360
5981000	0.00101080
6001000	0.00069340
6021000	0.00106790
6041000	0.00080660
6061000	0.00075950
6081000	0.00082550
6101000	0.00120320
